"round","team1","seed1","seednumber1","team2","seed2","seednumber2","upsetprobability","recentperformancebonus","overtimebonus","scoringmarginbonus","predictedwinner"
"Sweet 16","Kansas","Y04",4,"UAB","X05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"St Mary's CA","X05",5,"0.4","0","0","0.1","St Mary's CA"
"Sweet 16","Kansas","Y04",4,"Grand Canyon","X05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"UAB","Y05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Gonzaga"
"Sweet 16","Kansas","Y04",4,"Grand Canyon","Y05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Kansas","Y04",4,"James Madison","Z05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"UAB","W05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"McNeese St","X05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"UAB","X05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"St Mary's CA","X05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Grand Canyon","X05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Kansas","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Gonzaga"
"Sweet 16","Kansas","Y04",4,"UAB","Y05",5,"0.4","0","0","0.1","UAB"
"Sweet 16","Kansas","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Gonzaga"
"Sweet 16","Kansas","Y04",4,"Grand Canyon","Y05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"James Madison","Z05",5,"0.4","0","0","0.1","James Madison"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"UAB","W05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Kansas","Y04",4,"McNeese St","X05",5,"0.4","0","0","0.1","McNeese St"
"Sweet 16","Kansas","Y04",4,"UAB","X05",5,"0.4","0","0","0.1","UAB"
"Sweet 16","Kansas","Y04",4,"St Mary's CA","X05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Grand Canyon","X05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"UAB","Y05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Gonzaga"
"Sweet 16","Kansas","Y04",4,"Grand Canyon","Y05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Samford","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Samford"
"Sweet 16","Samford","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Samford","Y04",4,"James Madison","Z05",5,"0.4","0","0","0.1","James Madison"
"Sweet 16","Samford","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Samford"
"Sweet 16","Samford","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Samford","Y04",4,"UAB","W05",5,"0.4","0","0","0.1","Samford"
"Sweet 16","Samford","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Samford","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Samford","Y04",4,"McNeese St","X05",5,"0.4","0","0","0.1","Samford"
"Sweet 16","Samford","Y04",4,"UAB","X05",5,"0.4","0","0","0.1","Samford"
"Sweet 16","Samford","Y04",4,"St Mary's CA","X05",5,"0.4","0","0","0.1","Samford"
"Sweet 16","Samford","Y04",4,"Grand Canyon","X05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Samford","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Gonzaga"
"Sweet 16","Samford","Y04",4,"UAB","Y05",5,"0.4","0","0","0.1","UAB"
"Sweet 16","Samford","Y04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Samford"
"Sweet 16","Samford","Y04",4,"Grand Canyon","Y05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Kentucky","Z03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Clemson"
"Sweet 16","Kentucky","Z03",3,"Duquesne","X06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"New Mexico","X06",6,"0.4","0","0.1","0.1","New Mexico"
"Sweet 16","Kentucky","Z03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Clemson"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Kentucky","Z03",3,"Oregon","W06",6,"0.4","0","0.1","0.1","Oregon"
"Sweet 16","Kentucky","Z03",3,"BYU","W06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"New Mexico","W06",6,"0.4","0","0.1","0.1","New Mexico"
"Sweet 16","Kentucky","Z03",3,"NC State","W06",6,"0.4","0","0.1","0.1","NC State"
"Sweet 16","Kentucky","Z03",3,"Oregon","Y06",6,"0.4","0","0.1","0.1","Oregon"
"Sweet 16","Kentucky","Z03",3,"Duquesne","Y06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","South Carolina"
"Sweet 16","Kentucky","Z03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","South Carolina"
"Sweet 16","Akron","Z03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Clemson"
"Sweet 16","Akron","Z03",3,"Duquesne","X06",6,"0.4","0","0.1","0.1","Duquesne"
"Sweet 16","Akron","Z03",3,"New Mexico","X06",6,"0.4","0","0.1","0.1","Akron"
"Sweet 16","Akron","Z03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Clemson"
"Sweet 16","Akron","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Akron","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Akron","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Akron"
"Sweet 16","Akron","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Akron","Z03",3,"Oregon","W06",6,"0.4","0","0.1","0.1","Oregon"
"Sweet 16","Akron","Z03",3,"BYU","W06",6,"0.4","0","0.1","0.1","BYU"
"Sweet 16","Akron","Z03",3,"New Mexico","W06",6,"0.4","0","0.1","0.1","Akron"
"Sweet 16","Akron","Z03",3,"NC State","W06",6,"0.4","0","0.1","0.1","Akron"
"Sweet 16","Akron","Z03",3,"Oregon","Y06",6,"0.4","0","0.1","0.1","Oregon"
"Sweet 16","Akron","Z03",3,"Duquesne","Y06",6,"0.4","0","0.1","0.1","Duquesne"
"Sweet 16","Akron","Z03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Akron"
"Sweet 16","Akron","Z03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Akron"
"Sweet 16","Kentucky","Z03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Duquesne","X06",6,"0.4","0","0.1","0.1","Duquesne"
"Sweet 16","Kentucky","Z03",3,"New Mexico","X06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Kentucky","Z03",3,"Oregon","W06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"BYU","W06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"New Mexico","W06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"NC State","W06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"Oregon","Y06",6,"0.4","0","0.1","0.1","Oregon"
"Sweet 16","Kentucky","Z03",3,"Duquesne","Y06",6,"0.4","0","0.1","0.1","Duquesne"
"Sweet 16","Kentucky","Z03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Kentucky","Z03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Kentucky"
"Sweet 16","Oakland","Z03",3,"Clemson","X06",6,"0.4","0","0","0.1","Clemson"
"Sweet 16","Oakland","Z03",3,"Duquesne","X06",6,"0.4","0","0","0.1","Duquesne"
"Sweet 16","Oakland","Z03",3,"New Mexico","X06",6,"0.4","0","0","0.1","New Mexico"
"Sweet 16","Oakland","Z03",3,"Clemson","X06",6,"0.4","0","0","0.1","Clemson"
"Sweet 16","Oakland","Z03",3,"Texas Tech","Z06",6,"0.4","0","0","0.1","Oakland"
"Sweet 16","Oakland","Z03",3,"Texas Tech","Z06",6,"0.4","0","0","0.1","Texas Tech"
"Sweet 16","Oakland","Z03",3,"Texas Tech","Z06",6,"0.4","0","0","0.1","Oakland"
"Sweet 16","Oakland","Z03",3,"Texas Tech","Z06",6,"0.4","0","0","0.1","Oakland"
"Sweet 16","Oakland","Z03",3,"Oregon","W06",6,"0.4","0","0","0.1","Oakland"
"Sweet 16","Oakland","Z03",3,"BYU","W06",6,"0.4","0","0","0.1","BYU"
"Sweet 16","Oakland","Z03",3,"New Mexico","W06",6,"0.4","0","0","0.1","Oakland"
"Sweet 16","Oakland","Z03",3,"NC State","W06",6,"0.4","0","0","0.1","Oakland"
"Sweet 16","Oakland","Z03",3,"Oregon","Y06",6,"0.4","0","0","0.1","Oakland"
"Sweet 16","Oakland","Z03",3,"Duquesne","Y06",6,"0.4","0","0","0.1","Duquesne"
"Sweet 16","Oakland","Z03",3,"South Carolina","Y06",6,"0.4","0","0","0.1","South Carolina"
"Sweet 16","Oakland","Z03",3,"South Carolina","Y06",6,"0.4","0","0","0.1","South Carolina"
"Sweet 16","S Dakota St","W02",2,"Boise St","Y07",7,"0.4","0.1","0","0.1","Boise St"
"Sweet 16","S Dakota St","W02",2,"Colorado St","Y07",7,"0.4","0.1","0","0.1","Colorado St"
"Sweet 16","S Dakota St","W02",2,"Drake","Y07",7,"0.4","0.1","0","0.1","S Dakota St"
"Sweet 16","S Dakota St","W02",2,"Virginia","Y07",7,"0.4","0.1","0","0.1","Virginia"
"Sweet 16","S Dakota St","W02",2,"Colorado","Y07",7,"0.4","0.1","0","0.1","Colorado"
"Sweet 16","S Dakota St","W02",2,"Texas","Y07",7,"0.4","0.1","0","0.1","Texas"
"Sweet 16","S Dakota St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","S Dakota St","W02",2,"Colorado St","W07",7,"0.4","0.1","0","0.1","Colorado St"
"Sweet 16","S Dakota St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","S Dakota St","W02",2,"Virginia","W07",7,"0.4","0.1","0","0.1","Virginia"
"Sweet 16","S Dakota St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","S Dakota St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","S Dakota St","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","Florida"
"Sweet 16","S Dakota St","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","Florida"
"Sweet 16","S Dakota St","W02",2,"Drake","Z07",7,"0.4","0.1","0","0.1","Drake"
"Sweet 16","S Dakota St","W02",2,"Virginia","Z07",7,"0.4","0.1","0","0.1","S Dakota St"
"Sweet 16","S Dakota St","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","S Dakota St"
"Sweet 16","S Dakota St","W02",2,"Nevada","Z07",7,"0.4","0.1","0","0.1","Nevada"
"Sweet 16","S Dakota St","W02",2,"Boise St","X07",7,"0.4","0.1","0","0.1","Boise St"
"Sweet 16","S Dakota St","W02",2,"Colorado St","X07",7,"0.4","0.1","0","0.1","Colorado St"
"Sweet 16","S Dakota St","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","Dayton"
"Sweet 16","S Dakota St","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","S Dakota St"
"Sweet 16","S Dakota St","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","Dayton"
"Sweet 16","S Dakota St","W02",2,"Nevada","X07",7,"0.4","0.1","0","0.1","Nevada"
"Sweet 16","WKU","W02",2,"Boise St","Y07",7,"0.4","0.1","0","0.1","Boise St"
"Sweet 16","WKU","W02",2,"Colorado St","Y07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Drake","Y07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Virginia","Y07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Colorado","Y07",7,"0.4","0.1","0","0.1","Colorado"
"Sweet 16","WKU","W02",2,"Texas","Y07",7,"0.4","0.1","0","0.1","Texas"
"Sweet 16","WKU","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","WKU","W02",2,"Colorado St","W07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","WKU","W02",2,"Virginia","W07",7,"0.4","0.1","0","0.1","Virginia"
"Sweet 16","WKU","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","WKU","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","Florida"
"Sweet 16","WKU","W02",2,"Drake","Z07",7,"0.4","0.1","0","0.1","Drake"
"Sweet 16","WKU","W02",2,"Virginia","Z07",7,"0.4","0.1","0","0.1","Virginia"
"Sweet 16","WKU","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","Florida"
"Sweet 16","WKU","W02",2,"Nevada","Z07",7,"0.4","0.1","0","0.1","Nevada"
"Sweet 16","WKU","W02",2,"Boise St","X07",7,"0.4","0.1","0","0.1","Boise St"
"Sweet 16","WKU","W02",2,"Colorado St","X07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","WKU"
"Sweet 16","WKU","W02",2,"Nevada","X07",7,"0.4","0.1","0","0.1","Nevada"
"Sweet 16","St Peter's","W02",2,"Boise St","Y07",7,"0.4","0.1","0.1","0.1","Boise St"
"Sweet 16","St Peter's","W02",2,"Colorado St","Y07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Drake","Y07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Virginia","Y07",7,"0.4","0.1","0.1","0.1","Virginia"
"Sweet 16","St Peter's","W02",2,"Colorado","Y07",7,"0.4","0.1","0.1","0.1","Colorado"
"Sweet 16","St Peter's","W02",2,"Texas","Y07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Washington St","W07",7,"0.4","0.1","0.1","0.1","Washington St"
"Sweet 16","St Peter's","W02",2,"Colorado St","W07",7,"0.4","0.1","0.1","0.1","Colorado St"
"Sweet 16","St Peter's","W02",2,"Washington St","W07",7,"0.4","0.1","0.1","0.1","Washington St"
"Sweet 16","St Peter's","W02",2,"Virginia","W07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Washington St","W07",7,"0.4","0.1","0.1","0.1","Washington St"
"Sweet 16","St Peter's","W02",2,"Washington St","W07",7,"0.4","0.1","0.1","0.1","Washington St"
"Sweet 16","St Peter's","W02",2,"Florida","Z07",7,"0.4","0.1","0.1","0.1","Florida"
"Sweet 16","St Peter's","W02",2,"Florida","Z07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Drake","Z07",7,"0.4","0.1","0.1","0.1","Drake"
"Sweet 16","St Peter's","W02",2,"Virginia","Z07",7,"0.4","0.1","0.1","0.1","Virginia"
"Sweet 16","St Peter's","W02",2,"Florida","Z07",7,"0.4","0.1","0.1","0.1","Florida"
"Sweet 16","St Peter's","W02",2,"Nevada","Z07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Boise St","X07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Colorado St","X07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Dayton","X07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Dayton","X07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Dayton","X07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","St Peter's","W02",2,"Nevada","X07",7,"0.4","0.1","0.1","0.1","St Peter's"
"Sweet 16","Long Beach St","W02",2,"Boise St","Y07",7,"0.4","0.1","0","0.1","Boise St"
"Sweet 16","Long Beach St","W02",2,"Colorado St","Y07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Drake","Y07",7,"0.4","0.1","0","0.1","Drake"
"Sweet 16","Long Beach St","W02",2,"Virginia","Y07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Colorado","Y07",7,"0.4","0.1","0","0.1","Colorado"
"Sweet 16","Long Beach St","W02",2,"Texas","Y07",7,"0.4","0.1","0","0.1","Texas"
"Sweet 16","Long Beach St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Colorado St","W07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","Long Beach St","W02",2,"Virginia","W07",7,"0.4","0.1","0","0.1","Virginia"
"Sweet 16","Long Beach St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Washington St"
"Sweet 16","Long Beach St","W02",2,"Washington St","W07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Drake","Z07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Virginia","Z07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Florida","Z07",7,"0.4","0.1","0","0.1","Florida"
"Sweet 16","Long Beach St","W02",2,"Nevada","Z07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Boise St","X07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Colorado St","X07",7,"0.4","0.1","0","0.1","Colorado St"
"Sweet 16","Long Beach St","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","Dayton"
"Sweet 16","Long Beach St","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","Dayton"
"Sweet 16","Long Beach St","W02",2,"Dayton","X07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Long Beach St","W02",2,"Nevada","X07",7,"0.4","0.1","0","0.1","Long Beach St"
"Sweet 16","Yale","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"James Madison","Z05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Yale","Z04",4,"UAB","W05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"McNeese St","X05",5,"0.4","0","0","0.1","McNeese St"
"Sweet 16","Yale","Z04",4,"UAB","X05",5,"0.4","0","0","0.1","UAB"
"Sweet 16","Yale","Z04",4,"St Mary's CA","X05",5,"0.4","0","0","0.1","St Mary's CA"
"Sweet 16","Yale","Z04",4,"Grand Canyon","X05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Yale","Z04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"UAB","Y05",5,"0.4","0","0","0.1","UAB"
"Sweet 16","Yale","Z04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Yale"
"Sweet 16","Yale","Z04",4,"Grand Canyon","Y05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Vermont","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"James Madison","Z05",5,"0.4","0","0","0.1","James Madison"
"Sweet 16","Vermont","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Vermont","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"UAB","W05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"McNeese St","X05",5,"0.4","0","0","0.1","McNeese St"
"Sweet 16","Vermont","Z04",4,"UAB","X05",5,"0.4","0","0","0.1","UAB"
"Sweet 16","Vermont","Z04",4,"St Mary's CA","X05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"Grand Canyon","X05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Vermont","Z04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"UAB","Y05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Vermont","Z04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Gonzaga"
"Sweet 16","Vermont","Z04",4,"Grand Canyon","Y05",5,"0.4","0","0","0.1","Vermont"
"Sweet 16","Duke","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"James Madison","Z05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"UAB","W05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Duke","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Duke","Z04",4,"McNeese St","X05",5,"0.4","0","0","0.1","McNeese St"
"Sweet 16","Duke","Z04",4,"UAB","X05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"St Mary's CA","X05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"Grand Canyon","X05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"UAB","Y05",5,"0.4","0","0","0.1","UAB"
"Sweet 16","Duke","Z04",4,"Gonzaga","Y05",5,"0.4","0","0","0.1","Gonzaga"
"Sweet 16","Duke","Z04",4,"Grand Canyon","Y05",5,"0.4","0","0","0.1","Grand Canyon"
"Sweet 16","Duke","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Duke","Z04",4,"James Madison","Z05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Duke"
"Sweet 16","Duke","Z04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Duke","Z04",4,"UAB","W05",5,"0.4","0","0","0.1","UAB"
